,Traffic Report ID,Published Date,Issue Reported,Location,Latitude,Longitude,Address,Status,Status Date
303403,DC6034999593E7BA209A8125ACE188ECCB0790C4_1699386151,2023-11-07 19:42:31,TRFC HAZD/ DEBRIS,"(30.378855,-97.725136)",30.378855,-97.725136,9500 Burnet Rd,ARCHIVED,2023-11-07 20:00:16
303407,4B082257F17BD96CDFD43328E8BF24C9638F3A17_1699630412,2023-11-10 15:33:32,Crash Service,"(30.227179,-97.761626)",30.227179,-97.761626,E Alpine Rd / S Congress Ave,ARCHIVED,2023-11-10 16:50:08
303408,B8498461241FA56517A1D18BF8BC626C97D3EA17_1699628045,2023-11-10 14:54:05,Crash Urgent,"(30.413312,-97.653034)",30.413312,-97.653034,Center Lake Dr / E Howard Ln,ARCHIVED,2023-11-10 16:50:08
303409,BBC42BB2D3F982AE8245231CA7EC8135A902BEFC_1699634758,2023-11-10 16:45:58,Crash Service,"(30.291591,-97.783062)",30.291591,-97.783062,Redbud Trl / Lake Austin Blvd,ARCHIVED,2023-11-10 18:20:07
303410,6437F91F5E87CBE8B6B50F91A1BAEF5DD0341C48_1699724977,2023-11-11 17:49:37,Traffic Hazard,"(30.454746,-97.791112)",30.454746,-97.791112,13550-13629 Pond Springs Rd,ARCHIVED,2023-11-11 18:30:07
303412,6C94C10A53F2E02BE415FD6A1533ED3F7B788663_1699724131,2023-11-11 17:35:31,Traffic Hazard,"(30.341305,-97.771406)",30.341305,-97.771406,Fm 2222 Rd / Creek Mountain,ARCHIVED,2023-11-11 18:35:08
303413,E90E88C880E48E96024E634381BA1AD4888E72E0_1699759643,2023-11-12 03:27:23,Crash Urgent,"(30.234778,-97.723598)",30.234778,-97.723598,2508 E Riverside Dr,ARCHIVED,2023-11-12 04:45:11
303921,13FEA2C0BAFEBF99CA1AF9FE5E0A15297040CDCE_1699387707,2023-11-07 20:08:27,Crash Urgent,"(30.1939,-97.744733)",30.1939,-97.744733,S Pleasant Valley Rd / E Stassney Ln,ARCHIVED,2023-11-07 22:25:09
303922,D92055328A6D25F74005C32CB76EE896127F83B4_1699634173,2023-11-10 16:36:13,Crash Urgent,"(30.462247,-97.815749)",30.462247,-97.815749,12233 N FM 620 RD,ARCHIVED,2023-11-10 17:00:09
304189,A2E937136E57163ED6E6A73EB864E4F3F613EA67_1699381049,2023-11-07 18:17:29,Crash Urgent,"(30.26488,-97.746989)",30.26488,-97.746989,301 W 2nd St,ARCHIVED,2023-11-07 20:15:12
304192,13D1433C84AC448FD47349A00B528DBD91E6F28A_1699387691,2023-11-07 20:08:11,COLLISION/PRIVATE PROPERTY,"(30.227552,-97.821713)",30.227552,-97.821713,5600-5648 BRODIE LN,ARCHIVED,2023-11-07 20:25:09
304195,AD5EFBFC94BA12B4C7A5DD1040E58407E4D5D2E6_1699384739,2023-11-07 19:18:59,COLLISION,"(30.232711,-97.99038)",30.232711,-97.99038,WINDING CREEK RD / FITZHUGH RD,ARCHIVED,2023-11-07 20:30:10
304196,87FFF3C6628AEF4F953BED34E76F9CAC7B5B22E2_1699385247,2023-11-07 19:27:27,Traffic Hazard,"(30.360666,-97.716603)",30.360666,-97.716603,8500 RESEARCH BLVD NB,ARCHIVED,2023-11-07 20:30:10
304428,8DF5F9BFC9002F191A4EA6FF14D54B2BFE032BEA_1699383798,2023-11-07 19:03:18,Traffic Hazard,"(30.487575,-97.804363)",30.487575,-97.804363,14715-15215 N 183a Hwy Nb,ARCHIVED,2023-11-07 20:35:06
304433,5B6606E99564DDD8543C33789D2137EB151ACB60_1699389092,2023-11-07 20:31:32,Traffic Hazard,"(30.410767,-97.687066)",30.410767,-97.687066,12400-12429 Scofield Farms Dr,ARCHIVED,2023-11-07 20:45:11
304434,16A39286EB1BC47CBCC280AE068124E5A9661ABC_1699382448,2023-11-07 18:40:48,Crash Urgent,"(30.266965,-97.757094)",30.266965,-97.757094,B R Reynolds Dr / W Cesar Chavez St,ARCHIVED,2023-11-07 20:55:09
304435,BE2608CD9B0E64302FCB6170D889D6A11E1EBDD7_1699387240,2023-11-07 20:00:40,Crash Urgent,"(30.25791,-97.759724)",30.25791,-97.759724,700-799 S Lamar Blvd,ARCHIVED,2023-11-07 20:55:09
304436,80CB5A19FE9C8F7B1DFB602B6CE549E3B82A3DBF_1699632773,2023-11-10 16:12:53,Traffic Hazard,"(30.218473,-97.756151)",30.218473,-97.756151,600-625 E Ben White Blvd Svrd Eb,ARCHIVED,2023-11-10 17:10:08
305010,3A282FB67EA34786A1B4E01588D82AA0AD67E47A_1699382813,2023-11-07 18:46:53,Traffic Hazard,"(30.279487,-97.723114)",30.279487,-97.723114,1701 E Martin Luther King Jr Blvd,ARCHIVED,2023-11-07 20:40:08
305011,00DC35710D10349FA58F9D679882587A0D70C16A_1699634699,2023-11-10 16:44:59,Traffic Hazard,"(30.316382,-97.756602)",30.316382,-97.756602,4200 N Mopac Expy Sb,ARCHIVED,2023-11-10 17:10:08
305303,E07ACF4315BE47D08D88A52B735AA29FF7236F9F_1699363848,2023-11-07 13:30:48,Crash Urgent,"(30.362027,-97.744443)",30.362027,-97.744443,7900 N Mopac Expy Sb,ARCHIVED,2023-11-07 20:45:11
305305,D57E26B7373EC13D398C5F457CE8783839950FE0_1699389283,2023-11-07 20:34:43,Traffic Hazard,"(30.240199,-97.827751)",30.240199,-97.827751,4000-4338 Southwest Pkwy,ARCHIVED,2023-11-07 21:00:11
305557,DEFD225ED09903FC734751D6F9E1C07BE9D86A83_1699382797,2023-11-07 18:46:37,Traffic Hazard,"(30.162214,-97.735998)",30.162214,-97.735998,6700-6729 Colton Bluff Springs Rd,ARCHIVED,2023-11-07 21:10:09
305558,4DF48752D2757D1C2963B6E7B85B23B714D6D9D7_1699381731,2023-11-07 18:28:51,Traffic Hazard,"(30.447121,-97.800267)",30.447121,-97.800267,ANDERSON MILL RD / SWALLOW DR,ARCHIVED,2023-11-07 21:10:09
305559,7167E28632050B446EDAC59DFF38370194317B4A_1699387172,2023-11-07 19:59:32,Traffic Hazard,"(30.168945,-97.738502)",30.168945,-97.738502,E William Cannon Dr / Salt Springs Dr,ARCHIVED,2023-11-07 21:10:09
305796,32F1273225AB705A7DEDED07409CFC5820F25345_1699391554,2023-11-07 21:12:34,Crash Service,"(30.206328,-97.717302)",30.206328,-97.717302,6200 BURLESON RD,ARCHIVED,2023-11-07 21:55:08
305798,311FD155BAFBC7FD0A5DB010F80D9090F1E689DE_1699391667,2023-11-07 21:14:27,Crash Urgent,"(30.236529,-97.877883)",30.236529,-97.877883,7200 W Sh 71,ARCHIVED,2023-11-07 22:40:08
305799,321B5EA84A3B13ACC1628BC66F965531C18611DD_1699391534,2023-11-07 21:12:14,Crash Urgent,"(30.290324,-97.782112)",30.290324,-97.782112,3500-3598 Lake Austin Blvd,ARCHIVED,2023-11-07 23:30:11
305800,6C53D5A4945EC20E85EEE6BA10FA711C8606EBD0_1699634367,2023-11-10 16:39:27,Crash Urgent,"(30.478643,-97.804445)",30.478643,-97.804445,2901-2959 S Lakeline Blvd,ARCHIVED,2023-11-10 17:15:09
306038,62F954BBA1061B69616EB300D158868ADBD8FB9F_1699386488,2023-11-07 19:48:08,Crash Urgent,"(30.244133,-97.740801)",30.244133,-97.740801,1016 Reagan Ter,ARCHIVED,2023-11-07 21:25:09
306041,92351C1043DD9CA754A18B952870682056B0C783_1699384258,2023-11-07 19:10:58,Crash Service,"(30.349086,-97.585879)",30.349086,-97.585879,8923-9419 E PARMER LN,ARCHIVED,2023-11-07 21:40:09
306042,BBC42BB2D3F982AE8245231CA7EC8135A902BEFC_1699390466,2023-11-07 20:54:26,COLLISION WITH INJURY,"(30.145764,-97.673402)",30.145764,-97.673402,10466 FM 812 RD,ARCHIVED,2023-11-07 21:40:09
306043,7DFF5635BAC02F55BBF2B802C7C72FBB229B548B_1699390660,2023-11-07 20:57:40,TRFC HAZD/ DEBRIS,"(30.14907,-97.714868)",30.14907,-97.714868,APOGEE BLVD / HILLOCK TER,ARCHIVED,2023-11-07 21:40:09
306045,CE992F0CFC154989B728650A32B4E4702E47C9AA_1699391172,2023-11-07 21:06:12,Traffic Hazard,"(30.416686,-97.673063)",30.416686,-97.673063,13200 N Ih 35 Sb,ARCHIVED,2023-11-07 21:40:09
306046,1856381A2F61CA30FC1787A4B39F2178AE2ECC17_1699391817,2023-11-07 21:16:57,Traffic Hazard,"(30.240242,-97.829926)",30.240242,-97.829926,4400-4440 Southwest Pkwy,ARCHIVED,2023-11-07 21:55:08
306047,4E21B680CC0AAD7B3AE6B2DF22F941E3081BC0B9_1699393938,2023-11-07 21:52:18,Crash Urgent,"(30.1907,-97.750013)",30.1907,-97.750013,5812 Encinal Cv,ARCHIVED,2023-11-07 22:00:10
306155,650E55707565BB81BA2BF3DC785FD79AD62A225B_1699635820,2023-11-10 17:03:40,TRFC HAZD/ DEBRIS,"(30.115745,-97.648086)",30.115745,-97.648086,9311 BURKLUND FARMS RD,ARCHIVED,2023-11-10 17:25:08
306352,F4DB9F653097BF8D3145AD9071101C7295CABD05_1699393095,2023-11-07 21:38:15,Crash Urgent,"(30.301535,-97.660514)",30.301535,-97.660514,6000-6417 Ed Bluestein Blvd Svrd Nb,ARCHIVED,2023-11-07 22:05:09
306353,4093CFD548B03413EC3DF400B350F3E87184E2D5_1699392737,2023-11-07 21:32:17,Traffic Hazard,"(30.227802,-97.768658)",30.227802,-97.768658,3810-3816 S 1st St,ARCHIVED,2023-11-07 22:25:09
306354,46FE210FB683DF0AF5B7191B2EB29621D82F5266_1699394295,2023-11-07 21:58:15,Traffic Hazard,"(30.251917,-97.704272)",30.251917,-97.704272,E Cesar Chavez St / Springdale Rd,ARCHIVED,2023-11-07 22:30:10
306355,F5E1D6091D337B419DF8AD02C6ADE48BEE8B1E7B_1699395725,2023-11-07 22:22:05,Crash Urgent,"(30.347615,-97.711783)",30.347615,-97.711783,718-734 W Anderson Ln Svrd Wb,ARCHIVED,2023-11-07 22:50:08
306356,D9B55863436F0FDA0DB648E8B219654141FC8270_1699632102,2023-11-10 16:01:42,Crash Urgent,"(30.191124,-97.76984)",30.191124,-97.76984,6500 S Ih 35 Nb,ARCHIVED,2023-11-10 17:30:13
306357,B58E4E3D5854B4F054FEE18B0F37F1040F62A135_1699637521,2023-11-10 17:32:01,Crash Service,"(30.330397,-97.713502)",30.330397,-97.713502,104 W Huntland Dr,ARCHIVED,2023-11-10 18:30:08
306358,803416F0D1FBCD8344B24B42E4CADBE33C1F6AD9_1699719228,2023-11-11 16:13:48,Crash Urgent,"(30.23815,-97.761986)",30.23815,-97.761986,506-599 Cumberland Rd,ARCHIVED,2023-11-11 18:40:08
306359,E668EF2D42BDE2E16C19F7873317CB36E0516B0E_1699722267,2023-11-11 17:04:27,Traffic Hazard,"(30.128259,-97.800543)",30.128259,-97.800543,12000 S Ih 35 Nb,ARCHIVED,2023-11-11 18:40:08
306360,3C5888626CA6876E25780E9B00396BDF5E4AAB6A_1699722306,2023-11-11 17:05:06,VEHICLE FIRE,"(30.185557,-97.609922)",30.185557,-97.609922,4500 ROSS RD,ARCHIVED,2023-11-11 19:15:10
306361,7CA48B0569F515A124807357262BB8714E81FCA3_1699727991,2023-11-11 18:39:51,Crash Urgent,"(30.255989,-97.737098)",30.255989,-97.737098,50 N Ih 35 Sb,ARCHIVED,2023-11-11 19:15:10
306746,AC4F9C4D3E9AD785B9A4CA215E2F6EE6567E51F7_1699391272,2023-11-07 21:07:52,COLLISION,"(30.249046,-97.560699)",30.249046,-97.560699,16220-16223 FM 969 RD,ARCHIVED,2023-11-07 22:10:10
306747,CCF5CC6E320C9D0DC5B405AFA2289BF1BD040E74_1699393400,2023-11-07 21:43:20,Traffic Hazard,"(30.394046,-97.745981)",30.394046,-97.745981,RESEARCH BLVD SVRD NB / GREAT HILLS TRL,ARCHIVED,2023-11-07 22:10:10
307014,9B81AB8B62E90FA70A75B819D6F773CC281D6F75_1699391738,2023-11-07 21:15:38,COLLISION,"(30.152048,-97.766141)",30.152048,-97.766141,9500-9547 RAINES PASS,ARCHIVED,2023-11-07 22:15:12
307409,2B87DED29A871F25367D27E201897686FF4F6B0C_1699395316,2023-11-07 22:15:16,Crash Service,"(30.238795,-97.753554)",30.238795,-97.753554,2400 S Congress Ave,ARCHIVED,2023-11-07 22:30:10
307647,0C044C6CEEC204CCAAC7CF0E5A05B45A122FBFEB_1699396341,2023-11-07 22:32:21,COLLISN/ LVNG SCN,"(30.244872,-97.583405)",30.244872,-97.583405,Hunters Bend Rd / Plain View Dr,ARCHIVED,2023-11-08 00:10:10
307868,FE9CFBA27320B7BF42256D26FF2979B002274288_1699396933,2023-11-07 22:42:13,TRFC HAZD/ DEBRIS,"(30.283373,-97.792043)",30.283373,-97.792043,700-708 LAS LOMAS DR,ARCHIVED,2023-11-07 22:50:08
307869,3433C310742F1C73C2CD2622BFC3CFB7C6D25350_1699385967,2023-11-07 19:39:27,Traffic Hazard,"(30.347051,-97.711962)",30.347051,-97.711962,0 ANDERSON SQ TO E ANDERSON RAMP,ARCHIVED,2023-11-07 22:55:08
307870,B852035718A45A6479B38C26FA96B28B0C9A8A56_1699393786,2023-11-07 21:49:46,LOOSE LIVESTOCK,"(30.369748,-97.424354)",30.369748,-97.424354,Klaus Ln / Fm 1100 Rd,ARCHIVED,2023-11-07 22:55:08
307874,91108D18FCC80F97E015B3E24F56361F312CFF22_1699397499,2023-11-07 22:51:39,COLLISION WITH INJURY,"(30.352257,-97.411925)",30.352257,-97.411925,E US 290 HWY WB / COUNTY LINE RD,ARCHIVED,2023-11-07 23:00:11
308409,08BC846FFF3A96EB1D36D184F604497CFF2F3727_1699397865,2023-11-07 22:57:45,COLLISION,"(30.446279,-97.743818)",30.446279,-97.743818,6101-6315 W Parmer Ln,ARCHIVED,2023-11-07 23:10:09
308415,F78E817B092418A38266ECD41F2E54516F47278E_1699635918,2023-11-10 17:05:18,Crash Service,"(30.20284,-97.775453)",30.20284,-97.775453,5800-5899 S Congress Ave,ARCHIVED,2023-11-10 17:55:09
308673,8FE39CAEAC3A30F1F5D796C87C71D3A53D8E8BCE_1699398515,2023-11-07 23:08:35,Crash Urgent,"(30.172325,-97.799465)",30.172325,-97.799465,419-529 W Slaughter Ln,ARCHIVED,2023-11-07 23:15:22
308674,7913B58EA58F94C503B9830B71997A88E35BAF13_1699398529,2023-11-07 23:08:49,COLLISION,"(30.186326,-97.608169)",30.186326,-97.608169,4500-4542 E Sh 71 Eb,ARCHIVED,2023-11-07 23:15:22
308676,E34406E2ABB8FB744A5E9281A5BCFF011C260650_1699391201,2023-11-07 21:06:41,Crash Urgent,"(30.395872,-97.725348)",30.395872,-97.725348,11001 Austin Ln,ARCHIVED,2023-11-07 23:20:14
308677,50D6C3C9E4B3DD713FB1ADF7871F510727A64004_1699392621,2023-11-07 21:30:21,COLLISION,"(30.397674,-97.928911)",30.397674,-97.928911,N FM 620 RD / HUDSON BEND RD,ARCHIVED,2023-11-07 23:20:14
308678,7F3E682394BD7B575D3C6A9AFDE8D8DFCC488A0A_1699391754,2023-11-07 21:15:54,Crash Service,"(30.266156,-97.695677)",30.266156,-97.695677,1122 Airport Blvd,ARCHIVED,2023-11-07 23:25:09
308679,B58FB752388A4F5F1BBC1AA2353785F4EF11DABD_1699398447,2023-11-07 23:07:27,COLLISION,"(30.193213,-97.623892)",30.193213,-97.623892,4000-4008 E Sh 71 Svrd Eb,ARCHIVED,2023-11-07 23:25:09
308918,0F4ACCAC41206A76CA221881817C62559CEE4F00_1699392117,2023-11-07 21:21:57,Crash Urgent,"(30.376044,-97.739894)",30.376044,-97.739894,8764 N Mopac Expy Svrd Sb,ARCHIVED,2023-11-07 23:30:11
309140,F044273FF64E6267491ECB277F551DFD17D93576_1699399838,2023-11-07 23:30:38,COLLISION,"(30.310124,-97.916977)",30.310124,-97.916977,11610-blk Bee Cave Rd,ARCHIVED,2023-11-08 00:20:08
309141,CAD61CA1C4FBAD3BE96E27E0B1ECD5DE3B4D5C25_1699400158,2023-11-07 23:35:58,Crash Urgent,"(30.249726,-97.866273)",30.249726,-97.866273,W William Cannon Dr / Rialto Blvd,ARCHIVED,2023-11-08 02:20:11
309142,A72C84FF134C9898E4E2CEAEF93DC24DA61D0E30_1699638598,2023-11-10 17:49:58,Traffic Hazard,"(30.111464,-97.807317)",30.111464,-97.807317,13200 S Ih 35 Nb,ARCHIVED,2023-11-10 18:10:12
309143,97B0FD2F9B2C4E92174719458B283189C944E15B_1699639190,2023-11-10 17:59:50,LOOSE LIVESTOCK,"(30.137665,-97.658888)",30.137665,-97.658888,11700-blk Fm 812 Rd,ARCHIVED,2023-11-10 18:15:08
309147,74651A0D02E97130ABB18882EBB61B9FE5884603_1699636561,2023-11-10 17:16:01,COLLISION,"(30.275106,-97.801306)",30.275106,-97.801306,3300 Bee Cave Rd,ARCHIVED,2023-11-10 18:25:07
309148,C20DDEFA2174FFEC6DDB31D7E6D7DFB8B3F5C04C_1699636953,2023-11-10 17:22:33,Crash Urgent,"(30.297763,-97.717869)",30.297763,-97.717869,4100 N Ih 35 Sb,ARCHIVED,2023-11-10 18:30:08
309149,3CA160CEAE9440FF85D9E90C5CFF9DA4BCCCD286_1699639545,2023-11-10 18:05:45,Crash Urgent,"(30.252652,-97.742523)",30.252652,-97.742523,500 E RIVERSIDE DR,ARCHIVED,2023-11-10 18:30:08
309384,3CFC55B34E891B01039A034BD40231D1AF0C4114_1699396196,2023-11-07 22:29:56,Crash Service,"(30.356845,-97.732504)",30.356845,-97.732504,2525 W Anderson Ln,ARCHIVED,2023-11-07 23:45:13
309661,32CD5F92D225342365350DBEDA71351C2041CD49_1698710696,2023-10-31 00:04:56,COLLISION,"(30.28492,-97.61826)",30.28492,-97.61826,9611-10013 DECKER LAKE RD,ARCHIVED,2023-10-31 00:40:13
309782,77086F48B88DC80058F6E5266C6BBB1C0EB826E0_1698712127,2023-10-31 00:28:47,LOOSE LIVESTOCK,"(30.37411,-97.561973)",30.37411,-97.561973,14000-15023 FUCHS GROVE RD,ARCHIVED,2023-10-31 01:00:18
309784,76FBDD2B2EA23E13A5B1DBCF7900B3D92134F3A1_1698711784,2023-10-31 00:23:04,Crash Service,"(30.256036,-97.701673)",30.256036,-97.701673,Springdale Rd / E 7th St,ARCHIVED,2023-10-31 01:05:16
309785,BCA210F878DEB70F0575E974E7640FC5B404F4A1_1699397952,2023-11-07 22:59:12,Stalled Vehicle,"(30.381251,-97.740089)",30.381251,-97.740089,Research Blvd Nb / Research Nb To Stonelake Ramp,ARCHIVED,2023-11-07 23:50:09
309788,0C044C6CEEC204CCAAC7CF0E5A05B45A122FBFEB_1699640402,2023-11-10 18:20:02,Traffic Hazard,"(30.236117,-97.832025)",30.236117,-97.832025,5145-5201 W Us 290 Hwy Svrd Eb,ARCHIVED,2023-11-10 18:30:08
309793,B78037BFC8CCA3DCD3667BBC6B92B23D431FC454_1699640417,2023-11-10 18:20:17,Crash Urgent,"(30.373112,-97.740464)",30.373112,-97.740464,8500-9107 N Mopac Expy Nb,ARCHIVED,2023-11-10 19:00:09
309794,3CAA7BA27FC68ED4F63C5458FDAA1B48038FE216_1699728049,2023-11-11 18:40:49,TRFC HAZD/ DEBRIS,"(30.348028,-97.562345)",30.348028,-97.562345,E US 290 HWY EB / GREGG MANOR RD,ARCHIVED,2023-11-11 19:05:09
309796,BAF253B20F891347A7F8122930309B27DB1E3835_1699760947,2023-11-12 03:49:07,Crash Service,"(30.292107,-97.704994)",30.292107,-97.704994,2001 Emma Long St,ARCHIVED,2023-11-12 05:10:07
309922,E25D00E0E79F3B1D2784A618DAB807A30DC7D0D7_1698710963,2023-10-31 00:09:23,TRFC HAZD/ DEBRIS,"(30.389337,-97.4312)",30.389337,-97.4312,16500-blk CARLSON LN,ARCHIVED,2023-10-31 01:10:16
310018,29F4D7BD70C46FD3B021272CB02151499CC6FDA1_1698712278,2023-10-31 00:31:18,Crash Urgent,"(30.429298,-97.682757)",30.429298,-97.682757,1901-2009 W Howard Ln,ARCHIVED,2023-10-31 02:00:17
310019,0284938375FD54F17C4331B8EF9F686BFBDA02C3_1699398494,2023-11-07 23:08:14,Traffic Hazard,"(30.231266,-97.791955)",30.231266,-97.791955,Pack Saddle Pass / W Ben White Blvd Svrd Eb,ARCHIVED,2023-11-07 23:55:10
310025,4DD260501DEC55CAAF354185B0AA99C8E05C045A_1699397447,2023-11-07 22:50:47,Crash Urgent,"(30.286698,-97.725098)",30.286698,-97.725098,2500-2716 N Ih 35 Svrd Sb,ARCHIVED,2023-11-08 00:15:11
310026,551220DEEB362077F5DF356BDEBAF94F34F93F0C_1699401776,2023-11-08 00:02:56,Traffic Hazard,"(30.397536,-97.679634)",30.397536,-97.679634,N Lamar Blvd / Walnut Park Xing,ARCHIVED,2023-11-08 00:15:11
310027,C9A29848A88AE775219A33558046DA3BF7BFE247_1699401852,2023-11-08 00:04:12,TRFC HAZD/ DEBRIS,"(30.5195,-97.899714)",30.5195,-97.899714,18000-blk FM 1431 RD,ARCHIVED,2023-11-08 00:15:11
310031,8554FE9EE0ED24D97CC3B500A33D4320C0FCD5A3_1699396925,2023-11-07 22:42:05,Traffic Hazard,"(30.447147,-97.807254)",30.447147,-97.807254,Spicewood Pkwy / Anderson Mill Rd,ARCHIVED,2023-11-08 00:25:10
310032,784E9240155834852DFF458A730CCEB50229DF32_1699402374,2023-11-08 00:12:54,Traffic Hazard,"(30.359065,-97.716357)",30.359065,-97.716357,8300-8814 Research Blvd Sb,ARCHIVED,2023-11-08 00:25:10
310033,2E2F7B99FBABB51EC37D8F54B164F309B2A6FC36_1699397738,2023-11-07 22:55:38,Traffic Hazard,"(30.289654,-97.750746)",30.289654,-97.750746,W 25th St / Longview St,ARCHIVED,2023-11-08 00:30:09
310274,57440B8079F1F30C079BBC3FD0C68F6F2B79E938_1698714379,2023-10-31 01:06:19,Crash Service,"(30.230771,-97.762554)",30.230771,-97.762554,300 Lightsey Rd,ARCHIVED,2023-10-31 02:15:17
310406,1B5EE1D2A2B9255241A8D9F103C453640D7BC477_1698714774,2023-10-31 01:12:54,Crash Service,"(30.232976,-97.723782)",30.232976,-97.723782,4405 E Riverside Dr,ARCHIVED,2023-10-31 02:15:17
310408,6D848E61C1AB952EF9A4B793396E51B7DF7C2ABD_1698717820,2023-10-31 02:03:40,TRFC HAZD/ DEBRIS,"(30.518794,-97.894929)",30.518794,-97.894929,17906-18041 FM 1431 RD,ARCHIVED,2023-10-31 02:15:17
310409,BE73E73B642ECB6C6EDB4A52875A8017F69DFE5E_1699399624,2023-11-07 23:27:04,LOOSE LIVESTOCK,"(30.050027,-97.693655)",30.050027,-97.693655,12800-12945 ELM GROVE RD,ARCHIVED,2023-11-08 00:30:09
310534,C348C1794DF04A0473A11234389E74A236833822_1698712404,2023-10-31 00:33:24,Crash Urgent,"(30.341322,-97.680277)",30.341322,-97.680277,8501 CAMERON RD,ARCHIVED,2023-10-31 02:20:15
310549,F6D046A7EEB1146F8B1E81ABA2DD61FB74655DB0_1698713594,2023-10-31 00:53:14,Traffic Hazard,"(30.191817,-97.76927)",30.191817,-97.76927,6500 S Ih 35 Nb,ARCHIVED,2023-10-31 02:30:22
310552,9C320BC8499977B59B1C72B878B055EA494DD320_1698719167,2023-10-31 02:26:07,Traffic Hazard,"(30.17238,-97.799529)",30.17238,-97.799529,W Slaughter Ln / S 1st St,ARCHIVED,2023-10-31 02:40:15
310669,70A1FEB7907EB7F1D49939E991BE2FD1E3ED086A_1698719554,2023-10-31 02:32:34,COLLISION,"(30.479226,-97.900178)",30.479226,-97.900178,10524 Lime Creek Rd,ARCHIVED,2023-10-31 02:40:15
310670,A2E937136E57163ED6E6A73EB864E4F3F613EA67_1699400703,2023-11-07 23:45:03,COLLISION,"(30.21886,-97.960717)",30.21886,-97.960717,W US 290 HWY / RIM ROCK TRL,ARCHIVED,2023-11-08 00:30:09
310861,604CEF8BCDA23730DF21FEDA765B26CD969AF88E_1698717135,2023-10-31 01:52:15,Crash Urgent,"(30.45034,-97.785209)",30.45034,-97.785209,Pond Springs Rd / Anderson Mill Rd,ARCHIVED,2023-10-31 02:55:15
310868,4DF48752D2757D1C2963B6E7B85B23B714D6D9D7_1698715182,2023-10-31 01:19:42,COLLISION,"(30.397613,-97.929896)",30.397613,-97.929896,3600-3617 N Fm 620 Rd,ARCHIVED,2023-10-31 03:00:17
310877,99E8211A93F176BB670C12FB301CEBB68B0F01FA_1698720607,2023-10-31 02:50:07,TRFC HAZD/ DEBRIS,"(30.573948,-97.958095)",30.573948,-97.958095,14100-14115 Spreading Oaks Rd,ARCHIVED,2023-10-31 03:20:14
310878,1E768A21723E530122240FA219BFF8C3365F40B2_1698721467,2023-10-31 03:04:27,Traffic Hazard,"(30.270292,-97.754594)",30.270292,-97.754594,N Lamar Blvd / W 5th St,ARCHIVED,2023-10-31 03:20:14
310879,8000134409F9739525D1B91D308AB8444766F41F_1698719537,2023-10-31 02:32:17,COLLISION,"(30.479226,-97.900178)",30.479226,-97.900178,10524 LIME CREEK RD,ARCHIVED,2023-10-31 03:35:15
310975,76649921C3D3910320E24E39569D4F3776760A55_1698722323,2023-10-31 03:18:43,COLLISION,"(30.248515,-97.595908)",30.248515,-97.595908,4406 GILBERT RD,ARCHIVED,2023-10-31 03:45:19
310985,0CF950B5E4D2EBD7C978C76091DDCE6176845697_1699400846,2023-11-07 23:47:26,Traffic Hazard,"(30.276655,-97.767681)",30.276655,-97.767681,1901-1905 W 6th St,ARCHIVED,2023-11-08 00:45:12
311159,8A86DDED0BD3C411655008D1F7320E103B30B513_1698724626,2023-10-31 03:57:06,COLLISN/ LVNG SCN,"(30.241113,-97.590978)",30.241113,-97.590978,GILBERT RD / SANDIFER ST,ARCHIVED,2023-10-31 04:05:15
311160,748E3CF5795E1703267FD891905C54B15D2D2547_1698724789,2023-10-31 03:59:49,TRFC HAZD/ DEBRIS,"(30.275436,-97.914203)",30.275436,-97.914203,10300-blk W Sh 71,ARCHIVED,2023-10-31 04:10:16
311164,26CED0B5EA2B6F3C8B1E5090A6CDBDFAE5A6F853_1698713420,2023-10-31 00:50:20,Crash Urgent,"(30.313421,-97.69312)",30.313421,-97.69312,1600-1699 Sweetbriar Ave,ARCHIVED,2023-10-31 04:25:16
311169,4240B033F5F22C9A9CAB56BF555F71904B837B54_1698725436,2023-10-31 04:10:36,Traffic Hazard,"(30.223687,-97.747941)",30.223687,-97.747941,914-1039 Woodward St,ARCHIVED,2023-10-31 04:40:17
311285,DD4478F128D0B98D0B5E8AA21A2B463332341465_1698728188,2023-10-31 04:56:28,COLLISION/PRIVATE PROPERTY,"(30.348769,-97.55599)",30.348769,-97.55599,11209 E US 290 HWY EB,ARCHIVED,2023-10-31 07:50:17
311537,BFAC6A4B8FAC8CC5337C3E58459324C560CFEA67_1698729812,2023-10-31 05:23:32,TRFC HAZD/ DEBRIS,"(30.383333,-97.95689)",30.383333,-97.95689,1464-1486 BUFFALO GAP RD,ARCHIVED,2023-10-31 05:30:35
311538,F220B708923B41B9B9EE5F9CDBB561FBE9C1A20B_1699391476,2023-11-07 21:11:16,Crash Urgent,"(30.332808,-97.686101)",30.332808,-97.686101,Cameron Rd / E Anderson Ln Svrd Wb,ARCHIVED,2023-11-08 00:50:08
311539,F7582E683F6EE18F9F96A0AD2E2B538657F8F284_1699399954,2023-11-07 23:32:34,COLLISION,"(30.450787,-97.666417)",30.450787,-97.666417,15200-15600 N Ih 35 Nb,ARCHIVED,2023-11-08 00:50:08
311713,69E356FC5B897FF52301D1A4D870E2862A05C244_1698729005,2023-10-31 05:10:05,Traffic Hazard,"(30.336128,-97.588552)",30.336128,-97.588552,11200-11325 N Sh 130 Nb,ARCHIVED,2023-10-31 05:45:23
